"ID";"VideoFileName";"VideoPath";"UploadDate";"UploadTime";"PlayID";"GameID";"PlayText";"Approved";"Note";"Quarter";"active";"ApprovedTime";"AssociatedTime";"FileCreationTime";"Energy"
"29";"016";"2009/G4/Q1/";"2009-10-17 18:21:52";"0000-00-00 00:00:00";"211";"4";"1st & 10 at GT42: Williams, R rush for 3 yards to the GT39 (Griffin,S.;Jefferson,B.).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:22:21";"0000-00-00 00:00:00	";"0"
"30";"017";"2009/G4/Q1/";"2009-10-17 18:22:08";"0000-00-00 00:00:00";"213";"4";"2nd & 7 at GT39: Williams, R rush for loss of 1 yard to the GT40 (Jefferson,B.;Cross,I.).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:22:51";"0000-00-00 00:00:00	";"0"
"31";"018";"2009/G4/Q1/";"2009-10-17 18:22:08";"0000-00-00 00:00:00";"214";"4";"3rd & 8 at GT40: Taylor, T pass complete to Roberts, D for 5 yards to the GT35, out-of-bounds.";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:23:17";"0000-00-00 00:00:00	";"0"
"32";"019";"2009/G4/Q1/";"2009-10-17 18:23:51";"0000-00-00 00:00:00";"215";"4";"4th & 3 at GT35: Bowden, B punt 35 yards to the GT0, touchback.";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:24:16";"0000-00-00 00:00:00	";"0"
"33";"020";"2009/G4/Q1/";"2009-10-17 18:24:26";"0000-00-00 00:00:00";"217";"4";"1st & 10 at GT20: Nesbitt,J. rush for 4 yards to the GT24 (Rivers, B).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:24:54";"0000-00-00 00:00:00	";"0"
"34";"021";"2009/G4/Q1/";"2009-10-17 18:25:03";"0000-00-00 00:00:00";"218";"4";"2nd & 6 at GT24: Wright, M. rush for loss of 1 yard to the GT23 (Brown, N), PENALTY GT holding (Gilbert,J.) 10 yards to the GT14, NO PLAY.";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:25:43";"0000-00-00 00:00:00	";"0"
"35";"022";"2009/G4/Q1/";"2009-10-17 18:25:59";"0000-00-00 00:00:00";"219";"4";"2nd & 16 at GT14: PENALTY GT false start (Howard,C.) 5 yards to the GT9.";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:26:21";"0000-00-00 00:00:00	";"0"
"40";"012";"2009/G4/Q1/";"2009-10-17 18:33:34";"0000-00-00 00:00:00";"18";"4";"1st & 5 at GT18: Peeples,E. rush for loss of 9 yards to the GT9, fumble by Peeples,E. recovered by GT Team at GT9, out-of-bounds.";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:59:08";"0000-00-00 00:00:00	";"0"
"37";"024";"2009/G4/Q1/";"2009-10-17 18:27:44";"0000-00-00 00:00:00";"221";"4";"2nd & 25 at GT05: Dwyer,J. rush for 3 yards to the GT8 (Thompson, C;Rivers, B).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:28:13";"0000-00-00 00:00:00	";"0"
"38";"025";"2009/G4/Q1/";"2009-10-17 18:28:13";"0000-00-00 00:00:00";"222";"4";"3rd & 22 at GT08: Nesbitt,J. pass incomplete to Hill,S..";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:28:38";"0000-00-00 00:00:00	";"0"
"39";"026";"2009/G4/Q1/";"2009-10-17 18:31:20";"0000-00-00 00:00:00";"223";"4";"4th & 22 at GT08: Anderson,C. punt 37 yards to the GT45, Hosley, J return -3 yards to the GT48 (Sylvester,S.;Frierson,M.).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:31:46";"0000-00-00 00:00:00	";"0"
"42";"027";"2009/G4/Q1/";"2009-10-17 18:33:33";"0000-00-00 00:00:00";"38";"4";"1st & 10 at GT48: Taylor, T pass intercepted by Peters,J. at the VT49, Peters,J. return 0 yards to the VT49.";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:34:21";"0000-00-00 00:00:00	";"0"
"43";"028";"2009/G4/Q1/";"2009-10-17 18:34:08";"0000-00-00 00:00:00";"40";"4";"1st & 10 at VT49: Nesbitt,J. rush for 4 yards to the VT45 (Rivers, B).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:34:56";"0000-00-00 00:00:00	";"0"
"44";"029";"2009/G4/Q1/";"2009-10-17 18:34:50";"0000-00-00 00:00:00";"41";"4";"2nd & 6 at VT45: Nesbitt,J. rush for loss of 2 yards to the VT47 (Worilds, J).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:35:23";"0000-00-00 00:00:00	";"0"
"45";"030";"2009/G4/Q1/";"2009-10-17 18:35:25";"0000-00-00 00:00:00";"42";"4";"3rd & 8 at VT47: Nesbitt,J. rush for 5 yards to the VT42 (Graves, J;Rivers, B).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:35:54";"0000-00-00 00:00:00	";"0"
"46";"030_1";"2009/G4/Q1/";"2009-10-17 18:35:47";"0000-00-00 00:00:00";"42";"4";"3rd & 8 at VT47: Nesbitt,J. rush for 5 yards to the VT42 (Graves, J;Rivers, B).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:58:04";"0000-00-00 00:00:00	";"0"
"47";"031";"2009/G4/Q1/";"2009-10-17 18:36:15";"0000-00-00 00:00:00";"43";"4";"4th & 3 at VT42: Allen,A. rush for 5 yards to the VT37, 1ST DOWN GT (Rivers, B;Worilds, J).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:36:42";"0000-00-00 00:00:00	";"0"
"48";"032";"2009/G4/Q1/";"2009-10-17 18:36:31";"0000-00-00 00:00:00";"44";"4";"1st & 10 at VT37: Nesbitt,J. pass incomplete to Hill,S. (Virgil, S).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:37:07";"0000-00-00 00:00:00	";"0"
"49";"032_1";"2009/G4/Q1/";"2009-10-17 18:36:59";"0000-00-00 00:00:00";"44";"4";"1st & 10 at VT37: Nesbitt,J. pass incomplete to Hill,S. (Virgil, S).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:57:54";"0000-00-00 00:00:00	";"0"
"50";"033";"2009/G4/Q1/";"2009-10-17 18:37:25";"0000-00-00 00:00:00";"45";"4";"2nd & 10 at VT37: Jones,R. rush for 2 yards to the VT35 (Grimm, C).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:38:04";"0000-00-00 00:00:00	";"0"
"51";"034";"2009/G4/Q1/";"2009-10-17 18:38:43";"0000-00-00 00:00:00";"46";"4";"3rd & 8 at VT35: Timeout Georgia Tech, clock 00:37.";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:39:10";"0000-00-00 00:00:00	";"0"
"52";"035";"2009/G4/Q1/";"2009-10-17 18:42:52";"0000-00-00 00:00:00";"47";"4";"3rd & 8 at VT35: Nesbitt,J. sacked for loss of 11 yards to the VT46 (Virgil, S).";"Y";;"1";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:43:26";"0000-00-00 00:00:00	";"0"
"53";"000";"2009/G4/Q2/";"2009-10-17 18:43:26";"0000-00-00 00:00:00";"49";"4";"4th & 19 at VT46: Anderson,C. punt 35 yards to the VT11, out-of-bounds.";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:48:06";"0000-00-00 00:00:00	";"0"
"54";"001";"2009/G4/Q2/";"2009-10-17 18:44:11";"0000-00-00 00:00:00";"51";"4";"1st & 10 at VT11: Oglesby, J rush for 3 yards to the VT14 (Burnett,J.;Morgan,D.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:48:20";"0000-00-00 00:00:00	";"0"
"55";"002";"2009/G4/Q2/";"2009-10-17 18:44:36";"0000-00-00 00:00:00";"52";"4";"2nd & 7 at VT14: Oglesby, J rush for 5 yards to the VT19 (Barnes,T.;Griffin,S.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:48:28";"0000-00-00 00:00:00	";"0"
"56";"002_1";"2009/G4/Q2/";"2009-10-17 18:45:25";"0000-00-00 00:00:00";"52";"4";"2nd & 7 at VT14: Oglesby, J rush for 5 yards to the VT19 (Barnes,T.;Griffin,S.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:48:28";"0000-00-00 00:00:00	";"0"
"57";"003";"2009/G4/Q2/";"2009-10-17 18:45:40";"0000-00-00 00:00:00";"53";"4";"3rd & 2 at VT19: Taylor, T rush for 12 yards to the VT31, 1ST DOWN VT, out-of-bounds.";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:48:33";"0000-00-00 00:00:00	";"0"
"58";"004";"2009/G4/Q2/";"2009-10-17 18:45:40";"0000-00-00 00:00:00";"54";"4";"1st & 10 at VT31: Taylor, T rush for 5 yards to the VT36 (Burnett,J.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:48:41";"0000-00-00 00:00:00	";"0"
"59";"005";"2009/G4/Q2/";"2009-10-17 18:50:12";"0000-00-00 00:00:00";"55";"4";"2nd & 5 at VT36: Oglesby, J rush for no gain to the VT36 (Morgan,D.;Sylvester,S.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:50:42";"0000-00-00 00:00:00	";"0"
"60";"006";"2009/G4/Q2/";"2009-10-17 18:51:31";"0000-00-00 00:00:00";"56";"4";"3rd & 5 at VT36: Taylor, T pass incomplete to Boykin, J (Burnett,M.) (Reid,R.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:52:12";"0000-00-00 00:00:00	";"0"
"61";"007";"2009/G4/Q2/";"2009-10-17 18:51:52";"0000-00-00 00:00:00";"57";"4";"4th & 5 at VT36: Bowden, B punt 42 yards to the GT22, Tarrant,J. return 12 yards to the GT34 (Tweedy, A;Luckett, Z).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:52:31";"0000-00-00 00:00:00	";"0"
"62";"008";"2009/G4/Q2/";"2009-10-17 18:52:18";"0000-00-00 00:00:00";"59";"4";"1st & 10 at GT34: Nesbitt,J. rush for 5 yards to the GT39 (Chancellor, K;Gibson, L).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:52:53";"0000-00-00 00:00:00	";"0"
"63";"008_1";"2009/G4/Q2/";"2009-10-17 18:53:04";"0000-00-00 00:00:00";"59";"4";"1st & 10 at GT34: Nesbitt,J. rush for 5 yards to the GT39 (Chancellor, K;Gibson, L).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:57:29";"0000-00-00 00:00:00	";"0"
"64";"009";"2009/G4/Q2/";"2009-10-17 18:53:19";"0000-00-00 00:00:00";"60";"4";"2nd & 5 at GT39: Allen,A. rush for 3 yards to the GT42 (Brown, N;Grimm, C).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:54:02";"0000-00-00 00:00:00	";"0"
"65";"010";"2009/G4/Q2/";"2009-10-17 18:53:18";"0000-00-00 00:00:00";"61";"4";"3rd & 2 at GT42: Nesbitt,J. rush for 5 yards to the GT47, 1ST DOWN GT (Rivers, B).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:54:22";"0000-00-00 00:00:00	";"0"
"66";"011";"2009/G4/Q2/";"2009-10-17 18:54:09";"0000-00-00 00:00:00";"62";"4";"1st & 10 at GT47: Nesbitt,J. pass incomplete to Thomas,D. (Carmichael, R).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:54:44";"0000-00-00 00:00:00	";"0"
"67";"011_1";"2009/G4/Q2/";"2009-10-17 18:54:27";"0000-00-00 00:00:00";"62";"4";"1st & 10 at GT47: Nesbitt,J. pass incomplete to Thomas,D. (Carmichael, R).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:56:24";"0000-00-00 00:00:00	";"0"
"68";"012";"2009/G4/Q2/";"2009-10-17 18:54:45";"0000-00-00 00:00:00";"63";"4";"2nd & 10 at GT47: Nesbitt,J. rush for loss of 2 yards to the GT45 (Drager, C;Battle, K).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:55:26";"0000-00-00 00:00:00	";"0"
"69";"012_1";"2009/G4/Q2/";"2009-10-17 18:55:47";"0000-00-00 00:00:00";"63";"4";"2nd & 10 at GT47: Nesbitt,J. rush for loss of 2 yards to the GT45 (Drager, C;Battle, K).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:56:50";"0000-00-00 00:00:00	";"0"
"70";"013";"2009/G4/Q2/";"2009-10-17 18:56:33";"0000-00-00 00:00:00";"65";"4";"3rd & 17 at GT40: Nesbitt,J. pass incomplete to Allen,A..";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 18:57:07";"0000-00-00 00:00:00	";"0"
"71";"014";"2009/G4/Q2/";"2009-10-17 19:00:28";"0000-00-00 00:00:00";"66";"4";"4th & 17 at GT40: Anderson,C. punt 33 yards to the VT27, out-of-bounds.";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:01:48";"0000-00-00 00:00:00	";"0"
"72";"015";"2009/G4/Q2/";"2009-10-17 19:00:46";"0000-00-00 00:00:00";"68";"4";"1st & 10 at VT27: Taylor, T rush for 8 yards to the VT35, out-of-bounds.";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:02:11";"0000-00-00 00:00:00	";"0"
"73";"016";"2009/G4/Q2/";"2009-10-17 19:00:46";"0000-00-00 00:00:00";"69";"4";"2nd & 2 at VT35: Williams, R rush for 3 yards to the VT38, 1ST DOWN VT (Anderson,B.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:02:32";"0000-00-00 00:00:00	";"0"
"74";"017";"2009/G4/Q2/";"2009-10-17 19:01:02";"0000-00-00 00:00:00";"70";"4";"1st & 10 at VT38: Taylor, T pass complete to Roberts, D for 21 yards to the GT41, 1ST DOWN VT, out-of-bounds.";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:02:53";"0000-00-00 00:00:00	";"0"
"75";"018";"2009/G4/Q2/";"2009-10-17 19:01:59";"0000-00-00 00:00:00";"71";"4";"1st & 10 at GT41: Williams, R rush for 2 yards to the GT39 (Barnes,T.;Sylvester,S.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:03:19";"0000-00-00 00:00:00	";"0"
"76";"018_1";"2009/G4/Q2/";"2009-10-17 19:02:28";"0000-00-00 00:00:00";"71";"4";"1st & 10 at GT41: Williams, R rush for 2 yards to the GT39 (Barnes,T.;Sylvester,S.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:03:19";"0000-00-00 00:00:00	";"0"
"77";"019";"2009/G4/Q2/";"2009-10-17 19:03:04";"0000-00-00 00:00:00";"72";"4";"2nd & 8 at GT39: Taylor, T pass complete to Williams, R for 15 yards to the GT24, 1ST DOWN VT (Morgan,D.;Jefferson,B.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:03:45";"0000-00-00 00:00:00	";"0"
"78";"019_1";"2009/G4/Q2/";"2009-10-17 19:03:17";"0000-00-00 00:00:00";"72";"4";"2nd & 8 at GT39: Taylor, T pass complete to Williams, R for 15 yards to the GT24, 1ST DOWN VT (Morgan,D.;Jefferson,B.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:04:05";"0000-00-00 00:00:00	";"0"
"79";"020";"2009/G4/Q2/";"2009-10-17 19:03:17";"0000-00-00 00:00:00";"73";"4";"1st & 10 at GT24: Taylor, T rush for 6 yards to the GT18 (Jefferson,B.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:04:38";"0000-00-00 00:00:00	";"0"
"80";"021";"2009/G4/Q2/";"2009-10-17 19:04:15";"0000-00-00 00:00:00";"74";"4";"2nd & 4 at GT18: Williams, R rush for 2 yards to the GT16 (Griffin,S.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:05:04";"0000-00-00 00:00:00	";"0"
"81";"022";"2009/G4/Q2/";"2009-10-17 19:04:44";"0000-00-00 00:00:00";"75";"4";"3rd & 2 at GT16: Williams, R rush for loss of 1 yard to the GT17 (Walls, L.;Morgan,D.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:05:26";"0000-00-00 00:00:00	";"0"
"82";"022_1";"2009/G4/Q2/";"2009-10-17 19:07:07";"0000-00-00 00:00:00";"75";"4";"3rd & 2 at GT16: Williams, R rush for loss of 1 yard to the GT17 (Walls, L.;Morgan,D.).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:07:43";"0000-00-00 00:00:00	";"0"
"83";"023";"2009/G4/Q2/";"2009-10-17 19:07:25";"0000-00-00 00:00:00";"77";"4";"1st & GOAL at VT30: Myer, J kickoff 65 yards to the GT5, Peeples,E. return 23 yards to the GT28 (Tweedy, A).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:08:05";"0000-00-00 00:00:00	";"0"
"84";"024";"2009/G4/Q2/";"2009-10-17 19:07:25";"0000-00-00 00:00:00";"79";"4";"1st & 10 at GT28: Nesbitt,J. rush for 9 yards to the GT37 (Porch, D;Grimm, C).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:09:12";"0000-00-00 00:00:00	";"0"
"85";"025";"2009/G4/Q2/";"2009-10-17 19:09:36";"0000-00-00 00:00:00";"80";"4";"2nd & 1 at GT37: Nesbitt,J. pass complete to Thomas,D. for 51 yards to the VT12, 1ST DOWN GT, out-of-bounds (Carmichael, R).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:10:18";"0000-00-00 00:00:00	";"0"
"86";"025_1";"2009/G4/Q2/";"2009-10-17 19:09:48";"0000-00-00 00:00:00";"80";"4";"2nd & 1 at GT37: Nesbitt,J. pass complete to Thomas,D. for 51 yards to the VT12, 1ST DOWN GT, out-of-bounds (Carmichael, R).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:10:38";"0000-00-00 00:00:00	";"0"
"87";"026";"2009/G4/Q2/";"2009-10-17 19:09:48";"0000-00-00 00:00:00";"81";"4";"1st & 10 at VT12: Wright, M. rush for 8 yards to the VT4 (Porch, D;Taylor, D).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:11:05";"0000-00-00 00:00:00	";"0"
"88";"026_1";"2009/G4/Q2/";"2009-10-17 19:10:32";"0000-00-00 00:00:00";"81";"4";"1st & 10 at VT12: Wright, M. rush for 8 yards to the VT4 (Porch, D;Taylor, D).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:11:05";"0000-00-00 00:00:00	";"0"
"89";"027";"2009/G4/Q2/";"2009-10-17 19:11:15";"0000-00-00 00:00:00";"82";"4";"2nd & 2 at VT04: Dwyer,J. rush for 3 yards to the VT1, 1ST DOWN GT (Brown, N;Thompson, C).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:12:07";"0000-00-00 00:00:00	";"0"
"90";"028";"2009/G4/Q2/";"2009-10-17 19:11:33";"0000-00-00 00:00:00";"83";"4";"1st & GOAL at VT01: Nesbitt,J. rush for loss of 1 yard to the VT2 (Chancellor, K;Brown, N).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:12:29";"0000-00-00 00:00:00	";"0"
"91";"028_1";"2009/G4/Q2/";"2009-10-17 19:11:56";"0000-00-00 00:00:00";"83";"4";"1st & GOAL at VT01: Nesbitt,J. rush for loss of 1 yard to the VT2 (Chancellor, K;Brown, N).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:12:29";"0000-00-00 00:00:00	";"0"
"92";"029";"2009/G4/Q2/";"2009-10-17 19:12:44";"0000-00-00 00:00:00";"84";"4";"2nd & GOAL at VT02: Dwyer,J. rush for 1 yard to the VT1 (Taylor, B;Chancellor, K).";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:13:26";"0000-00-00 00:00:00	";"0"
"93";"030";"2009/G4/Q2/";"2009-10-17 19:13:24";"0000-00-00 00:00:00";"85";"4";"3rd & GOAL at VT01: Nesbitt,J. rush for 1 yard to the VT0, TOUCHDOWN, clock 00:32.";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:14:12";"0000-00-00 00:00:00	";"0"
"94";"031";"2009/G4/Q2/";"2009-10-17 19:13:41";"0000-00-00 00:00:00";"86";"4";"1st & GOAL at VT03: Blair,S. kick attempt good.";"Y";;"2";"ACTIVE";"0000-00-00 00:00:00";"2009-10-17 19:14:34";"0000-00-00 00:00:00	";"0"
